id,value
1,140712.36145833333
2,134929.7045138889
3,86484.69703373012
4,113683.21293402776
5,150293.21666666667
6,119695.67852926588
7,222081.50416666668
8,48980.40798611111
9,89863.33020833334
10,90438.0752397487
11,375074.4875
12,85325.19692460318
13,53095.139867424245
14,151117.23125
15,178082.16889880953
16,85023.17673611111
17,87698.365625
18,256029.99166666667
19,74490.10421006943
20,71821.89556051596
21,186283.710625
22,93729.54479166666
23,72214.040625
24,91225.521875
25,80831.98464781747
26,71284.15329861111
27,77704.002027958
28,123888.509375
29,77677.16631155304
30,76559.99741537399
31,77262.21056547618
32,178638.775
33,51137.615625
34,109079.0545138889
35,106172.07916666666
36,145711.6276289682
37,132561.69477058534
38,71286.13031601715
39,81641.91235119045
40,234354.93541666667
41,80077.0632936508
42,233282.67708333334
43,38085.30199279887
44,36461.017900473365
45,102103.3709362599
46,116726.32309027777
47,157201.68298611112
48,139535.50401785717
49,81894.18512896825
50,72103.65231481483
51,2231183.9791666665
52,109454.38333333333
53,56130.20494584986
54,97998.0763764881
55,78059.62926587301
56,48026.1679623617
57,96035.13177083334
58,60514.81993220898
59,412051.7975694444
60,71291.77761116199
61,209282.7609623016
62,143683.51808712122
63,285228.8885416667
64,45577.236805555556
65,118482.56909722222
66,118779.11125
67,117604.53888888888
68,142667.5778645833
69,117243.75438988095
70,108582.25486111111
71,178178.96245866406
72,110673.95815972221
73,70656.06160714284
74,72018.54439070766
75,395104.03854166664
76,30641.083333333332
77,70437.60850694445
78,615940.8125
79,88151.62613260583
80,72052.8392609127
81,98680.32934027778
82,121423.44768781566
83,79290.7655406746
84,229021.1642361111
85,84842.78128472222
86,120519.78230406746
87,108228.37685185185
88,107159.71590277777
89,48015.6828316359
90,88743.43092757936
91,241894.72326388888
92,120825.73029513891
93,62773.08550159338
94,66407.41483134926
95,105213.63115079368
96,74052.17170138888
97,86366.76227678568
98,76612.1050595238
99,44420.62633928572
100,120680.1125
101,84647.42395833334
102,78741.39211531234
103,162088.36979166666
104,102731.7405794437
105,67771.85373263889
106,77236.89764986162
107,669255.9263888889
108,139163.91041666668
109,46250.50916442469
110,54342.42440476191
111,94103.34568124537
112,67800.5013888889
113,75062.20104166665
114,106040.42254464286
115,123960.45171130952
116,98101.21488508597
117,108739.384375
118,50954.86626570767
119,353153.9166666667
120,51887.635416666664
121,80583.1173611111
122,876128.14
123,78864.14568452381
124,128539.48090277777
125,1117182.8116319445
126,216021.63194444444
127,50180.78744212962
128,98210.98791914682
129,91033.88282490082
130,87970.87569444443
131,128790.52604166667
132,92958.109375
133,51857.40501569284
134,102794.03025793651
135,99291.8579861111
136,88631.86132605818
137,308845.74270833336
138,72961.98526785715
139,120925.41354166667
140,155534.46145833333
141,88817.92899305557
142,69232.58978174602
143,63765.96984653072
144,73513.66903935184
145,86298.23463045638
146,176442.27815972225
147,101744.91907242061
148,53386.29679082493
149,221605.47708333333
150,98524.4918154762
151,133461.8643289291
152,130245.55416666664
153,272516.00104166666
154,116256.78784722222
155,121620.38298611112
156,133852.628125
157,53145.3218874008
158,49047.419473813214
159,104956.84479166666
160,85893.46145833333
161,137659.121875
162,259604.88888888888
163,66673.47914269181
164,115925.21458333333
165,43929.25104166667
166,68815.12023809525
167,68638.6578125
168,59796.10144700759
169,102206.54375
170,136793.61126984126
171,86248.96985294796
172,100438.38498511905
173,92873.09022817465
174,268199.4185763889
175,115922.51215277777
176,112968.51197089946
177,551907.4770833333
178,85838.92931547618
179,194661.71666666667
